     380     360
-1 1 -1 1 -0.9 0.9
   0.70000   0.00000  -0.90000
   0.75000   0.00000  -0.88125
   0.70000   0.00000  -0.86250
   0.22500   0.00000  -0.82500
   0.12500   0.00000  -0.77500
   0.06250   0.00000  -0.72500
   0.05000   0.00000  -0.15000
   0.07500   0.00000  -0.10000
   0.15000   0.00000  -0.07500
   0.38750   0.00000   0.02500
   0.57500   0.00000   0.12500
   0.72500   0.00000   0.22500
   0.83750   0.00000   0.35000
   0.90000   0.00000   0.45000
   0.97500   0.00000   0.60000
   0.98750   0.00000   0.70000
   1.00000   0.00000   0.87500
   0.98750   0.00000   0.90000
   0.97500   0.00000   0.87500
   0.66575   0.21630  -0.90000
   0.71330   0.23178  -0.88125
   0.66575   0.21630  -0.86250
   0.21400   0.06953  -0.82500
   0.11887   0.03862  -0.77500
   0.05945   0.01932  -0.72500
   0.04755   0.01545  -0.15000
   0.07132   0.02317  -0.10000
   0.14265   0.04635  -0.07500
   0.36852   0.11975   0.02500
   0.54685   0.17767   0.12500
   0.68953   0.22402   0.22500
   0.79650   0.25880   0.35000
   0.85595   0.27812   0.45000
   0.92728   0.30130   0.60000
   0.93918   0.30515   0.70000
   0.95105   0.30902   0.87500
   0.93918   0.30515   0.90000
   0.92728   0.30130   0.87500
   0.56630   0.41145  -0.90000
   0.60677   0.44085  -0.88125
   0.56630   0.41145  -0.86250
   0.18203   0.13225  -0.82500
   0.10113   0.07348  -0.77500
   0.05057   0.03672  -0.72500
   0.04045   0.02940  -0.15000
   0.06067   0.04408  -0.10000
   0.12135   0.08817  -0.07500
   0.31350   0.22777   0.02500
   0.46518   0.33797   0.12500
   0.58653   0.42615   0.22500
   0.67755   0.49227   0.35000
   0.72812   0.52900   0.45000
   0.78880   0.57310   0.60000
   0.79890   0.58045   0.70000
   0.80902   0.58777   0.87500
   0.79890   0.58045   0.90000
   0.78880   0.57310   0.87500
   0.41145   0.56630  -0.90000
   0.44085   0.60677  -0.88125
   0.41145   0.56630  -0.86250
   0.13225   0.18203  -0.82500
   0.07348   0.10113  -0.77500
   0.03672   0.05057  -0.72500
   0.02940   0.04045  -0.15000
   0.04408   0.06067  -0.10000
   0.08817   0.12135  -0.07500
   0.22777   0.31350   0.02500
   0.33797   0.46518   0.12500
   0.42615   0.58653   0.22500
   0.49227   0.67755   0.35000
   0.52900   0.72812   0.45000
   0.57310   0.78880   0.60000
   0.58045   0.79890   0.70000
   0.58777   0.80902   0.87500
   0.58045   0.79890   0.90000
   0.57310   0.78880   0.87500
   0.21630   0.66575  -0.90000
   0.23178   0.71330  -0.88125
   0.21630   0.66575  -0.86250
   0.06953   0.21400  -0.82500
   0.03862   0.11887  -0.77500
   0.01932   0.05945  -0.72500
   0.01545   0.04755  -0.15000
   0.02317   0.07132  -0.10000
   0.04635   0.14265  -0.07500
   0.11975   0.36852   0.02500
   0.17767   0.54685   0.12500
   0.22402   0.68953   0.22500
   0.25880   0.79650   0.35000
   0.27812   0.85595   0.45000
   0.30130   0.92728   0.60000
   0.30515   0.93918   0.70000
   0.30902   0.95105   0.87500
   0.30515   0.93918   0.90000
   0.30130   0.92728   0.87500
   0.00000   0.70000  -0.90000
   0.00000   0.75000  -0.88125
   0.00000   0.70000  -0.86250
   0.00000   0.22500  -0.82500
   0.00000   0.12500  -0.77500
   0.00000   0.06250  -0.72500
   0.00000   0.05000  -0.15000
   0.00000   0.07500  -0.10000
   0.00000   0.15000  -0.07500
   0.00000   0.38750   0.02500
   0.00000   0.57500   0.12500
   0.00000   0.72500   0.22500
   0.00000   0.83750   0.35000
   0.00000   0.90000   0.45000
   0.00000   0.97500   0.60000
   0.00000   0.98750   0.70000
   0.00000   1.00000   0.87500
   0.00000   0.98750   0.90000
   0.00000   0.97500   0.87500
  -0.21630   0.66575  -0.90000
  -0.23178   0.71330  -0.88125
  -0.21630   0.66575  -0.86250
  -0.06953   0.21400  -0.82500
  -0.03862   0.11887  -0.77500
  -0.01932   0.05945  -0.72500
  -0.01545   0.04755  -0.15000
  -0.02317   0.07132  -0.10000
  -0.04635   0.14265  -0.07500
  -0.11975   0.36852   0.02500
  -0.17767   0.54685   0.12500
  -0.22402   0.68953   0.22500
  -0.25880   0.79650   0.35000
  -0.27812   0.85595   0.45000
  -0.30130   0.92728   0.60000
  -0.30515   0.93918   0.70000
  -0.30902   0.95105   0.87500
  -0.30515   0.93918   0.90000
  -0.30130   0.92728   0.87500
  -0.41145   0.56630  -0.90000
  -0.44085   0.60677  -0.88125
  -0.41145   0.56630  -0.86250
  -0.13225   0.18203  -0.82500
  -0.07348   0.10113  -0.77500
  -0.03672   0.05057  -0.72500
  -0.02940   0.04045  -0.15000
  -0.04408   0.06067  -0.10000
  -0.08817   0.12135  -0.07500
  -0.22777   0.31350   0.02500
  -0.33797   0.46518   0.12500
  -0.42615   0.58653   0.22500
  -0.49227   0.67755   0.35000
  -0.52900   0.72812   0.45000
  -0.57310   0.78880   0.60000
  -0.58045   0.79890   0.70000
  -0.58777   0.80902   0.87500
  -0.58045   0.79890   0.90000
  -0.57310   0.78880   0.87500
  -0.56630   0.41145  -0.90000
  -0.60677   0.44085  -0.88125
  -0.56630   0.41145  -0.86250
  -0.18203   0.13225  -0.82500
  -0.10113   0.07348  -0.77500
  -0.05057   0.03672  -0.72500
  -0.04045   0.02940  -0.15000
  -0.06067   0.04408  -0.10000
  -0.12135   0.08817  -0.07500
  -0.31350   0.22777   0.02500
  -0.46518   0.33797   0.12500
  -0.58653   0.42615   0.22500
  -0.67755   0.49227   0.35000
  -0.72812   0.52900   0.45000
  -0.78880   0.57310   0.60000
  -0.79890   0.58045   0.70000
  -0.80902   0.58777   0.87500
  -0.79890   0.58045   0.90000
  -0.78880   0.57310   0.87500
  -0.66575   0.21630  -0.90000
  -0.71330   0.23178  -0.88125
  -0.66575   0.21630  -0.86250
  -0.21400   0.06953  -0.82500
  -0.11887   0.03862  -0.77500
  -0.05945   0.01932  -0.72500
  -0.04755   0.01545  -0.15000
  -0.07132   0.02317  -0.10000
  -0.14265   0.04635  -0.07500
  -0.36852   0.11975   0.02500
  -0.54685   0.17767   0.12500
  -0.68953   0.22402   0.22500
  -0.79650   0.25880   0.35000
  -0.85595   0.27812   0.45000
  -0.92728   0.30130   0.60000
  -0.93918   0.30515   0.70000
  -0.95105   0.30902   0.87500
  -0.93918   0.30515   0.90000
  -0.92728   0.30130   0.87500
  -0.70000   0.00000  -0.90000
  -0.75000   0.00000  -0.88125
  -0.70000   0.00000  -0.86250
  -0.22500   0.00000  -0.82500
  -0.12500   0.00000  -0.77500
  -0.06250   0.00000  -0.72500
  -0.05000   0.00000  -0.15000
  -0.07500   0.00000  -0.10000
  -0.15000   0.00000  -0.07500
  -0.38750   0.00000   0.02500
  -0.57500   0.00000   0.12500
  -0.72500   0.00000   0.22500
  -0.83750   0.00000   0.35000
  -0.90000   0.00000   0.45000
  -0.97500   0.00000   0.60000
  -0.98750   0.00000   0.70000
  -1.00000   0.00000   0.87500
  -0.98750   0.00000   0.90000
  -0.97500   0.00000   0.87500
  -0.66575  -0.21630  -0.90000
  -0.71330  -0.23178  -0.88125
  -0.66575  -0.21630  -0.86250
  -0.21400  -0.06953  -0.82500
  -0.11887  -0.03862  -0.77500
  -0.05945  -0.01932  -0.72500
  -0.04755  -0.01545  -0.15000
  -0.07132  -0.02317  -0.10000
  -0.14265  -0.04635  -0.07500
  -0.36852  -0.11975   0.02500
  -0.54685  -0.17767   0.12500
  -0.68953  -0.22402   0.22500
  -0.79650  -0.25880   0.35000
  -0.85595  -0.27812   0.45000
  -0.92728  -0.30130   0.60000
  -0.93918  -0.30515   0.70000
  -0.95105  -0.30902   0.87500
  -0.93918  -0.30515   0.90000
  -0.92728  -0.30130   0.87500
  -0.56630  -0.41145  -0.90000
  -0.60677  -0.44085  -0.88125
  -0.56630  -0.41145  -0.86250
  -0.18203  -0.13225  -0.82500
  -0.10113  -0.07348  -0.77500
  -0.05057  -0.03672  -0.72500
  -0.04045  -0.02940  -0.15000
  -0.06067  -0.04408  -0.10000
  -0.12135  -0.08817  -0.07500
  -0.31350  -0.22777   0.02500
  -0.46518  -0.33797   0.12500
  -0.58653  -0.42615   0.22500
  -0.67755  -0.49227   0.35000
  -0.72812  -0.52900   0.45000
  -0.78880  -0.57310   0.60000
  -0.79890  -0.58045   0.70000
  -0.80902  -0.58777   0.87500
  -0.79890  -0.58045   0.90000
  -0.78880  -0.57310   0.87500
  -0.41145  -0.56630  -0.90000
  -0.44085  -0.60677  -0.88125
  -0.41145  -0.56630  -0.86250
  -0.13225  -0.18203  -0.82500
  -0.07348  -0.10113  -0.77500
  -0.03672  -0.05057  -0.72500
  -0.02940  -0.04045  -0.15000
  -0.04408  -0.06067  -0.10000
  -0.08817  -0.12135  -0.07500
  -0.22777  -0.31350   0.02500
  -0.33797  -0.46518   0.12500
  -0.42615  -0.58653   0.22500
  -0.49227  -0.67755   0.35000
  -0.52900  -0.72812   0.45000
  -0.57310  -0.78880   0.60000
  -0.58045  -0.79890   0.70000
  -0.58777  -0.80902   0.87500
  -0.58045  -0.79890   0.90000
  -0.57310  -0.78880   0.87500
  -0.21630  -0.66575  -0.90000
  -0.23178  -0.71330  -0.88125
  -0.21630  -0.66575  -0.86250
  -0.06953  -0.21400  -0.82500
  -0.03862  -0.11887  -0.77500
  -0.01932  -0.05945  -0.72500
  -0.01545  -0.04755  -0.15000
  -0.02317  -0.07132  -0.10000
  -0.04635  -0.14265  -0.07500
  -0.11975  -0.36852   0.02500
  -0.17767  -0.54685   0.12500
  -0.22402  -0.68953   0.22500
  -0.25880  -0.79650   0.35000
  -0.27812  -0.85595   0.45000
  -0.30130  -0.92728   0.60000
  -0.30515  -0.93918   0.70000
  -0.30902  -0.95105   0.87500
  -0.30515  -0.93918   0.90000
  -0.30130  -0.92728   0.87500
   0.00000  -0.70000  -0.90000
   0.00000  -0.75000  -0.88125
   0.00000  -0.70000  -0.86250
   0.00000  -0.22500  -0.82500
   0.00000  -0.12500  -0.77500
   0.00000  -0.06250  -0.72500
   0.00000  -0.05000  -0.15000
   0.00000  -0.07500  -0.10000
   0.00000  -0.15000  -0.07500
   0.00000  -0.38750   0.02500
   0.00000  -0.57500   0.12500
   0.00000  -0.72500   0.22500
   0.00000  -0.83750   0.35000
   0.00000  -0.90000   0.45000
   0.00000  -0.97500   0.60000
   0.00000  -0.98750   0.70000
   0.00000  -1.00000   0.87500
   0.00000  -0.98750   0.90000
   0.00000  -0.97500   0.87500
   0.21630  -0.66575  -0.90000
   0.23178  -0.71330  -0.88125
   0.21630  -0.66575  -0.86250
   0.06953  -0.21400  -0.82500
   0.03862  -0.11887  -0.77500
   0.01932  -0.05945  -0.72500
   0.01545  -0.04755  -0.15000
   0.02317  -0.07132  -0.10000
   0.04635  -0.14265  -0.07500
   0.11975  -0.36852   0.02500
   0.17767  -0.54685   0.12500
   0.22402  -0.68953   0.22500
   0.25880  -0.79650   0.35000
   0.27812  -0.85595   0.45000
   0.30130  -0.92728   0.60000
   0.30515  -0.93918   0.70000
   0.30902  -0.95105   0.87500
   0.30515  -0.93918   0.90000
   0.30130  -0.92728   0.87500
   0.41145  -0.56630  -0.90000
   0.44085  -0.60677  -0.88125
   0.41145  -0.56630  -0.86250
   0.13225  -0.18203  -0.82500
   0.07348  -0.10113  -0.77500
   0.03672  -0.05057  -0.72500
   0.02940  -0.04045  -0.15000
   0.04408  -0.06067  -0.10000
   0.08817  -0.12135  -0.07500
   0.22777  -0.31350   0.02500
   0.33797  -0.46518   0.12500
   0.42615  -0.58653   0.22500
   0.49227  -0.67755   0.35000
   0.52900  -0.72812   0.45000
   0.57310  -0.78880   0.60000
   0.58045  -0.79890   0.70000
   0.58777  -0.80902   0.87500
   0.58045  -0.79890   0.90000
   0.57310  -0.78880   0.87500
   0.56630  -0.41145  -0.90000
   0.60677  -0.44085  -0.88125
   0.56630  -0.41145  -0.86250
   0.18203  -0.13225  -0.82500
   0.10113  -0.07348  -0.77500
   0.05057  -0.03672  -0.72500
   0.04045  -0.02940  -0.15000
   0.06067  -0.04408  -0.10000
   0.12135  -0.08817  -0.07500
   0.31350  -0.22777   0.02500
   0.46518  -0.33797   0.12500
   0.58653  -0.42615   0.22500
   0.67755  -0.49227   0.35000
   0.72812  -0.52900   0.45000
   0.78880  -0.57310   0.60000
   0.79890  -0.58045   0.70000
   0.80902  -0.58777   0.87500
   0.79890  -0.58045   0.90000
   0.78880  -0.57310   0.87500
   0.66575  -0.21630  -0.90000
   0.71330  -0.23178  -0.88125
   0.66575  -0.21630  -0.86250
   0.21400  -0.06953  -0.82500
   0.11887  -0.03862  -0.77500
   0.05945  -0.01932  -0.72500
   0.04755  -0.01545  -0.15000
   0.07132  -0.02317  -0.10000
   0.14265  -0.04635  -0.07500
   0.36852  -0.11975   0.02500
   0.54685  -0.17767   0.12500
   0.68953  -0.22402   0.22500
   0.79650  -0.25880   0.35000
   0.85595  -0.27812   0.45000
   0.92728  -0.30130   0.60000
   0.93918  -0.30515   0.70000
   0.95105  -0.30902   0.87500
   0.93918  -0.30515   0.90000
   0.92728  -0.30130   0.87500
     4     1     2    21    20
     4     2     3    22    21
     4     3     4    23    22
     4     4     5    24    23
     4     5     6    25    24
     4     6     7    26    25
     4     7     8    27    26
     4     8     9    28    27
     4     9    10    29    28
     4    10    11    30    29
     4    11    12    31    30
     4    12    13    32    31
     4    13    14    33    32
     4    14    15    34    33
     4    15    16    35    34
     4    16    17    36    35
     4    17    18    37    36
     4    18    19    38    37
     4    20    21    40    39
     4    21    22    41    40
     4    22    23    42    41
     4    23    24    43    42
     4    24    25    44    43
     4    25    26    45    44
     4    26    27    46    45
     4    27    28    47    46
     4    28    29    48    47
     4    29    30    49    48
     4    30    31    50    49
     4    31    32    51    50
     4    32    33    52    51
     4    33    34    53    52
     4    34    35    54    53
     4    35    36    55    54
     4    36    37    56    55
     4    37    38    57    56
     4    39    40    59    58
     4    40    41    60    59
     4    41    42    61    60
     4    42    43    62    61
     4    43    44    63    62
     4    44    45    64    63
     4    45    46    65    64
     4    46    47    66    65
     4    47    48    67    66
     4    48    49    68    67
     4    49    50    69    68
     4    50    51    70    69
     4    51    52    71    70
     4    52    53    72    71
     4    53    54    73    72
     4    54    55    74    73
     4    55    56    75    74
     4    56    57    76    75
     4    58    59    78    77
     4    59    60    79    78
     4    60    61    80    79
     4    61    62    81    80
     4    62    63    82    81
     4    63    64    83    82
     4    64    65    84    83
     4    65    66    85    84
     4    66    67    86    85
     4    67    68    87    86
     4    68    69    88    87
     4    69    70    89    88
     4    70    71    90    89
     4    71    72    91    90
     4    72    73    92    91
     4    73    74    93    92
     4    74    75    94    93
     4    75    76    95    94
     4    77    78    97    96
     4    78    79    98    97
     4    79    80    99    98
     4    80    81   100    99
     4    81    82   101   100
     4    82    83   102   101
     4    83    84   103   102
     4    84    85   104   103
     4    85    86   105   104
     4    86    87   106   105
     4    87    88   107   106
     4    88    89   108   107
     4    89    90   109   108
     4    90    91   110   109
     4    91    92   111   110
     4    92    93   112   111
     4    93    94   113   112
     4    94    95   114   113
     4    96    97   116   115
     4    97    98   117   116
     4    98    99   118   117
     4    99   100   119   118
     4   100   101   120   119
     4   101   102   121   120
     4   102   103   122   121
     4   103   104   123   122
     4   104   105   124   123
     4   105   106   125   124
     4   106   107   126   125
     4   107   108   127   126
     4   108   109   128   127
     4   109   110   129   128
     4   110   111   130   129
     4   111   112   131   130
     4   112   113   132   131
     4   113   114   133   132
     4   115   116   135   134
     4   116   117   136   135
     4   117   118   137   136
     4   118   119   138   137
     4   119   120   139   138
     4   120   121   140   139
     4   121   122   141   140
     4   122   123   142   141
     4   123   124   143   142
     4   124   125   144   143
     4   125   126   145   144
     4   126   127   146   145
     4   127   128   147   146
     4   128   129   148   147
     4   129   130   149   148
     4   130   131   150   149
     4   131   132   151   150
     4   132   133   152   151
     4   134   135   154   153
     4   135   136   155   154
     4   136   137   156   155
     4   137   138   157   156
     4   138   139   158   157
     4   139   140   159   158
     4   140   141   160   159
     4   141   142   161   160
     4   142   143   162   161
     4   143   144   163   162
     4   144   145   164   163
     4   145   146   165   164
     4   146   147   166   165
     4   147   148   167   166
     4   148   149   168   167
     4   149   150   169   168
     4   150   151   170   169
     4   151   152   171   170
     4   153   154   173   172
     4   154   155   174   173
     4   155   156   175   174
     4   156   157   176   175
     4   157   158   177   176
     4   158   159   178   177
     4   159   160   179   178
     4   160   161   180   179
     4   161   162   181   180
     4   162   163   182   181
     4   163   164   183   182
     4   164   165   184   183
     4   165   166   185   184
     4   166   167   186   185
     4   167   168   187   186
     4   168   169   188   187
     4   169   170   189   188
     4   170   171   190   189
     4   172   173   192   191
     4   173   174   193   192
     4   174   175   194   193
     4   175   176   195   194
     4   176   177   196   195
     4   177   178   197   196
     4   178   179   198   197
     4   179   180   199   198
     4   180   181   200   199
     4   181   182   201   200
     4   182   183   202   201
     4   183   184   203   202
     4   184   185   204   203
     4   185   186   205   204
     4   186   187   206   205
     4   187   188   207   206
     4   188   189   208   207
     4   189   190   209   208
     4   191   192   211   210
     4   192   193   212   211
     4   193   194   213   212
     4   194   195   214   213
     4   195   196   215   214
     4   196   197   216   215
     4   197   198   217   216
     4   198   199   218   217
     4   199   200   219   218
     4   200   201   220   219
     4   201   202   221   220
     4   202   203   222   221
     4   203   204   223   222
     4   204   205   224   223
     4   205   206   225   224
     4   206   207   226   225
     4   207   208   227   226
     4   208   209   228   227
     4   210   211   230   229
     4   211   212   231   230
     4   212   213   232   231
     4   213   214   233   232
     4   214   215   234   233
     4   215   216   235   234
     4   216   217   236   235
     4   217   218   237   236
     4   218   219   238   237
     4   219   220   239   238
     4   220   221   240   239
     4   221   222   241   240
     4   222   223   242   241
     4   223   224   243   242
     4   224   225   244   243
     4   225   226   245   244
     4   226   227   246   245
     4   227   228   247   246
     4   229   230   249   248
     4   230   231   250   249
     4   231   232   251   250
     4   232   233   252   251
     4   233   234   253   252
     4   234   235   254   253
     4   235   236   255   254
     4   236   237   256   255
     4   237   238   257   256
     4   238   239   258   257
     4   239   240   259   258
     4   240   241   260   259
     4   241   242   261   260
     4   242   243   262   261
     4   243   244   263   262
     4   244   245   264   263
     4   245   246   265   264
     4   246   247   266   265
     4   248   249   268   267
     4   249   250   269   268
